"id","tahun","status","sdgs","judul_proposal"
"PENGABDIAN--5712756000081032607","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Pelatihan Visualisasi Molekul dan Penggunaan Python Dasar untuk Mendukung Pemahaman Ilmu Kimia di SMA KEBANGSAAN"
"PENGABDIAN--637278924806587559","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","PELATIHAN PEMANFAATAN ENERGI BARU DAN TERBARUKAN BERBASIS INTERNET OF THING (IOT) PADA SISTEM HIDROPONIK DI SMA TUNAS MEKAR INDONESIA BANDAR LAMPUNG"
"PENGABDIAN--6767928558132737220","2023","diusulkan","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Sosialisasi Kesehatan dan Keselamatan Kerja (K3) di SMKN 2 Bandar Lampung"
"PENGABDIAN--7106156555025301851","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","SERVICE LEARNING: OTOMASI INDUSTRI MENGGUNAKAN ROBOT LEGO  DI SMK SMTI BANDAR LAMPUNG"
"PENGABDIAN--7803336845304292532","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Pembuatan Media Pembelajaran Kartu Kuartet  Astronomi Untuk Pengenalan Sains Atmosfer Dan Keplanetan Untuk Siswa Sekolah Alam Lampung Selatan"
"PENGABDIAN-1487476671492860195","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Edukasi Penggunaan Suplemen yang Aman dan Pertolongan Pertama Pada Cedera Olahraga bagi Guru Olahraga se-Kota Bandar Lampung"
"PENGABDIAN-1816060391424207667","2023","ditolak","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Pemberdayaan Masyarakat Desa Kunjir Kabupaten Lampung Selatan untuk Peduli Bencana Tsunami"
"PENGABDIAN-2210275313891319550","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","WORKSHOP SISWA DAN GURU SMA BANDAR LAMPUNG TERHADAP PENGENALAN BIOSENSOR BERBASIS POLYMER CONDUCTIVE"
"PENGABDIAN-2894524474494692842","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Sosialisasi Kemaritiman kepada Masyarakat Umur Produktif di Kalianda, Lampung Selatan"
"PENGABDIAN-3283824322085190349","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Perancangan Permainan Edukasi untuk Pendidikan Kebencanaan Bagi Anak oleh Relawan Muhmmadiyah Disaster Management Center Lampung"
"PENGABDIAN-358829136927430929","2023","ditolak","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Perancangan Media Kampanye Pencegahan Self-Diagnose Mental Ilness pada Remaja di Bandar Lampung"
"PENGABDIAN-4573519992526313214","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","PENILAIAN KERENTANAN DAN KAPASITAS BENCANA DI KABUPATEN LAMPUNG SELATAN"
"PENGABDIAN-5437201225518977048","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","SOSIALISASI PEMANFAATAN LIMBAH PALA SEBAGAI ECOENZYM, SIRUP, DAN MANISAN DI DESA PAYA KABUPATEN PESAWARAN"
"PENGABDIAN-5580714177833692710","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","PELATIHAN OLAH DATA DAN VISUALISASI DATA STATISTIK DALAM PENINGKATAN KOMPETENSI PERANGKAT DESA BADRAN SARI"
"PENGABDIAN-6374740585291818765","2023","ditolak","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Program SAKTI (Sains Proyek dan Karya Tulis Ilmiah) bagi Siswa Kelas XI di SMA Muhammadiyah 1 Way Jepara, Lampung Timur"
"PENGABDIAN-672520496018227692","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","SOSIALISASI DAN DISKUSI MITIGASI BENCANA DUSUN KUALA JAYA, DESA BANDAR AGUNG, LAMPUNG SELATAN"
"PENGABDIAN-7702039008593608520","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","SOSIALISASI PERSONAL HYGIENE MELALUI VISUAL KONTEN KEPADA MASYARAKAT KELURAHAN PESAWAHAN SEBAGAI LANGKAH PENINGKATAN DERAJAT KESEHATAN "
"PENGABDIAN-8561396102904012395","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Pelatihan Pembuatan Sabun dari Minyak Goreng Bekas di Desa Gading Rejo, Pringsewu"
"PENGABDIAN-878224756681232088","2023","diterima","Program pemberdayaan dan pembelajaran masyarakat PPM maks Rp 7 500 000","Pencegahan Penyakit Demam Berdarah Dengue (DBD) melalui Kegiatan Penyuluhan dan Pelatihan Pembuatan Spray Repellent Nyamuk dengan Pemanfaatan Serai Wangi (Cymbopogon citratus) di Desa Marga Agung,  Kecamatan Jati Agung, Lampung Selatan"
"PENGABDIAN--1567993728060513715","2022","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","UPAYA PEMBERDAYAAN WANITA MELALUI PEMBINAAN UMKM DALAM PRODUKSI DAN PEMASARAN PRODUK TURUNAN KAKAO DI DESA KARANG RAJA, LAMPUNG SELATAN"
"PENGABDIAN--3742474040717169290","2022","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","PERANCANGAN DAN PENGEMBANGAN POTENSI EKONOMI DAN PARIWISATA ALAM PULAU PISANG MELALUI PROGRAM-PROGRAM PROMOSI"
"PENGABDIAN--5794519071205622149","2022","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","PENGEMBANGAN SNACK BERBASIS IKAN SEBAGAI PRODUK UNGGULAN KELOMPOK BINAAN CIKISA GADING UTARA KABUPATEN PRINGSEWU"
"PENGABDIAN--8485438968857187166","2022","ditolak","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Visualisasi Sport centre dan Ruang terbuka sosial Desa Bandar Sari Kecamatan Way Tuba Kabupaten Way Kanan Provinsi Lampung"
"PENGABDIAN--900758656705753719","2022","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Produk Unggulan Leather Strip dari Buah Pisang Cavendish di Desa Binaan KKN ITERA (Desa Cintamulya, Candipuro, Lampung Selatan)"
"PENGABDIAN-3080814006203900044","2022","ditolak","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","INOVASI PEMASARAN PRODUK UMKM DESA BANDING BERBASIS TEKNOLOGI"
"PENGABDIAN-4793575220085991363","2022","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","DIVERSIFIKASI KOMODITAS KAKAO DALAM MENDUKUNG PENGEMBANGAN AGROWISATA DI PEKON SUKA MARGA, KABUPATEN LAMPUNG BARAT, PROVINSI LAMPUNG"
"PENGABDIAN-7513002804230818110","2022","ditolak","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","DIVERSIFIKASI KOMODITAS KAKAO DALAM MENDUKUNG  PENGEMBANGAN AGROWISATA DI DESA SUNGAI LANGKA,  KABUPATEN PESAWARAN, PROVINSI LAMPUNG "
"PENGABDIAN--3283346917883923675","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pemberdayaan Usaha Ekonomi Kreatif  Melalui Pendekatan Pelatihan dan Pendampingan Usaha Dengan Bahan Dasar Madu Klanceng Sebagai Produk Nutrasetikal Potensi Daerah  "
"PENGABDIAN--3845143682846105695","2023","ditolak","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Minuman Fungsional Sari Nabati Berbahan Dasar Jagung dan Kacang-kacangan Sebagai Produk Unggulan Desa Lebung Sari, Lampung Selatan"
"PENGABDIAN--5006497789221778529","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Produk Nata Dari Kulit Nanas Lokal dengan Penambahan   Berbagai Sumber Nitrogen Nabati Sebagai Produk Unggulan UMKM KWT Ulet"
"PENGABDIAN--5990834342423143531","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Produk Fermentasi Tradisional Bekasam dari Ikan Teri Sebagai Bahan Tambahan Pangan Fungsional Untuk Tempura pada UMKM Cikwo Bandar Lampung"
"PENGABDIAN--6834527833152053583","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","E.Co Herbal: Suplemen Organik dari Olahan Rumput Laut Merah asal Desa Ruguk, Kec. Ketapang, Lampung Selatan"
"PENGABDIAN-3386989980559778052","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Rekayasa Nilai Tambah Kulit Kakao untuk Kemandirian  Masyarakat melalui Pengembangan Produk Unggulan Kreatif Cookies dan Krupuk Kulit Kakao "
"PENGABDIAN-4002683751547596137","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","PENGEMBANGAN POTENSI EKONOMI UMKM MELALUI PERANCANGAN STANDARISASI LINGKUNGAN FISIK KERJA PROSES PRODUKSI KERUPUK IKAN PALEMBANG PD. CITRA TRADIA GUNA MEMENUHI SERTIFIKAT LAIK HIGIENE SANITASI (SLHS) UNTUK SERTIFIKASI HALAL"
"PENGABDIAN-4265795989787401102","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","PENGEMBANGAN PRODUK SELAI LEMBARAN BERBASIS PEPAYA SEBAGAI PRODUK UNGGULAN  UMKM DAPUR IBU YANTI,  BANDAR LAMPUNG"
"PENGABDIAN-7186619534901092993","2023","ditolak","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pelatihanan dan Pemberdayaan Masyarakat dalam Pemanfaatan Bekatul (Rice Bran) Menjadi Produk Pangan Alternatif Biscuit Bekatul (“Brannew-Cookie”) yang Berkhasiat Membantu Menurunkan Berat Badan dan Kolesterol"
"PENGABDIAN-7448714765487287768","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Mi Kering Berbasis Ikan untuk Pencegahan Stunting di Kelompok Cikisa Gading Utara Kabupaten Pringsewu"
"PENGABDIAN-8374362599615228628","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","“POLLY (PORANG JELLY)”: Kudapan Antikolesterol sebagai Inovasi Produk Unggulan Khas Pekon Bumiayu, Kabupaten Pringsewu, Provinsi Lampung"
"PENGABDIAN-8578296339762329778","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Penerapan Edible Film dari Singkong sebagai Kemasan Primer Ramah Lingkungan pada Produk UMKM Kopi 49"
"PENGABDIAN-986677115569439493","2023","diterima","Program pengembangan produk unggulan daerah PPUD maks Rp 15 000 000","Pengembangan Inovasi Produk Limbah Organik Eco-enzyme di Kecamatan Way Jepara Lampung Timur"
"PENGABDIAN--1250297545925617448","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Smart Fish Aggregating Device Berbasis Bioakustik sebagai Upaya Peningkatan Produksi Tangkapan Ikan dan Pengembangan Desa Wisata Lumba-Lumba selama Masa Pandemi Covid-19 di Teluk Kiluan, Desa Kiluan Negeri, Kabupaten Tanggamus, Lampung"
"PENGABDIAN--1351841050017762963","2022","diusulkan","Program teknologi tepat guna TTG maks Rp 20 000 000","PERANCANGAN SISTEM INFORMASI ORGANISASI PKK DESA SABAH BALAU BERBASIS WEBSITE DENGAN METODE DIGITAL MARKETING UNTUK PENJUALAN LAPAK"
"PENGABDIAN--1465810190026887404","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Teknologi Microbubble Generator dalam Pengolahan Limbah Cair Kotoran Sapi Sanjaya Farm"
"PENGABDIAN--1468784747091674244","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Implementasi, Pelatihan, dan Sosialisasi Penggunaan Sistem Informasi Database OAIL"
"PENGABDIAN--1933013883382947431","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Sistem Monitoring Kualitas Air dengan Sistem Bioflok Berbasis Internet of Things (IoT) di Pembudidaya Ikan Pringsewu, Lampung"
"PENGABDIAN--2179364328288399103","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","SOLUSI PAKAN IKAN ALTERNATIF UNTUK KELOMPOK PEMBUDIDAYA IKAN MINA POLAH ABADI – BANDAR AGUNG,  TERUSAN NUNYAI, KAB. LAMPUNG TENGAH"
"PENGABDIAN--2620153533851989029","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Pengenalan Pengelolaan Sampah Dengan Metode Takakura"
"PENGABDIAN--2848353329367801222","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pengembangan Taman Laut Kiluan Tahap 2 Melalui Propagasi Karang Dengan Metode Web Spider di Desa Kiluan Negeri,  Kabupaten Tanggamus, Lampung"
"PENGABDIAN--2975997907251382209","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000"," PENERAPAN SISTEM PERMACULTURE SEBAGAI UPAYA PEMANFAATAN LAHAN SEMPIT UNTUK PENINGKATAN EKONOMI KELUARGA DI KELOMPOK WANITA TANI BINAAN P4S TANI'S MARKET BALEREJO"
"PENGABDIAN--2990211161704074674","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pemanfaatan Kotoran Sapi sebagai Sumber Energi Penghasil Biogas di Kampung Totokaton, Lampung Tengah                                              "
"PENGABDIAN--385402926397704402","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PERANCANGAN PORTAL BANK SAMPAH LESTARI SEJAHTERA BERBASIS WEBSITE"
"PENGABDIAN--4437119416710053749","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","TTG: Penerapan Konservasi Energi Listrik dengan Teknologi IoT di SMP IT Al Kholis Sidomulyo Lampung Selatan"
"PENGABDIAN--4569902624368779374","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Filterisasi Air dari Rain Water Harvesting SMA Tunas Mekar Indonesia"
"PENGABDIAN--4704420789179675239","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PENERAPAN PANEL SURYA SEBAGAI SUMBER ENERGI ALTERNATIF DALAM MENGATASI KEKURANGAN PASOKAN LISTRIK DI DUSUN ROWO LINTAH"
"PENGABDIAN--5330964707822395081","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PENERAPAN TEKNIK BUDIDAYA JAMUR KONSUMSI SEBAGAI UPAYA PEMULIHAN EKONOMI MASYARAKAT PASCA PANDEMI DI PASIR SAKTI, LAMPUNG TIMUR"
"PENGABDIAN--635038545495811770","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pengembangan Perangkat Edukasi Manajemen Tanggap Bencana Tsunami di Desa Banding."
"PENGABDIAN--7266159906252348005","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Sosialisasi Dan Demonstrasi Pembuatan Filter Air"
"PENGABDIAN--7512520631221803340","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PkM Penerapan Boneka Terintegrasi IoT untuk Stimulus Dan Monitoring Bicara Pada Anak Berkebutuhan Khusus (ABK) di SLB Negeri PKK Provinsi Lampung  "
"PENGABDIAN--840111743729741335","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Sumur Resapan di Gedung Sekolah SDN 02 Gunung Terang dalam Upaya Konservasi Air Tanah"
"PENGABDIAN-149401462265224815","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PERANCANGAN DAN PENGEMBANGAN UMKM IKAN MARLIN ASAP GUNA MEINGKATKAN EKONOMI MASYARAKAT PULAU PISANG"
"PENGABDIAN-253253765671054351","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PEMBERDAYAAN MASYARAKAT SEKITAR HUTAN MELALUI APLIKASI SISTEM BARCODING POHON SONOKELING SEBAGAI UPAYA PENANGGULANGAN BENCANA SOSIAL KEHUTANAN DI TAMAN HUTAN RAYA WAN ABDUL RAHMAN PROVINSI LAMPUNG"
"PENGABDIAN-2904751035221328652","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Pertanian Terpadu dengan Sistem Monitoring Suhu Berbasis Mikrokontroler pada Budidaya Akuaponik Di Desa Sukabanjar Kabupaten Pesawaran"
"PENGABDIAN-5880760882746429402","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PENGOMPOSAN DAUN DAN LIMBAH DAPUR RUMAH TANGGA MENGGUNAKAN ROTARY BIOCOMPOSTER "
"PENGABDIAN-6104708424796618141","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Sistem Otomasi Pada Alat Semprot Pestisida Cair Menggunakan Metode Pendekatan Ergonomi Sebagai Alat Bantu Pertanian Dan Perkebunan Pada Kelompok Tani Jatisari Lampung Selatan"
"PENGABDIAN-6633599605346220301","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PEMBUATAN TUNGKU REAKTOR KARBONISASI LIMBAH TEMPURUNG KELAPA DAN DISTILASI ASAP CAIR DI DESA MUARA PUTIH – NATAR"
"PENGABDIAN-6818507140427387292","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000"," Sistem Kendali Tanaman Hidroponik dengan Internet of Things di Kelompok Tani Hidroponik Tulang Bawang Barat"
"PENGABDIAN-7141774418956521585","2022","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Digitalisasi Informasi Desa Untuk Menunjang Pelayanan Administrasi yang Efektif di Masa Pandemi Covid 19 Desa Astra Ksetra"
"PENGABDIAN-7709501289716213626","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PEMBUATAN PETA DIGITAL BERBASIS DATA SPASIAL DI KELURAHAN SUMBER AGUNG, KECAMATAN KEMILING, KOTA BANDAR LAMPUNG"
"PENGABDIAN-7761538125765979028","2022","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Sistem Pemanenan Air Hujan Sebagai Alternatif Air Bersih di SD N 02 Gunung Terang"
"PENGABDIAN--1611541309506617162","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Optimalisasi Budidaya Udang Vaname di Tambak Kecamatan Pasir Sakti melalui Pemanfaatan Material Geomembrane"
"PENGABDIAN--1860907640505153972","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pengembangan Perangkat Smart Lighting  Untuk Penerangan Jalan Desa Neglasari"
"PENGABDIAN--1918572381924090896","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Pembuatan Perforated Tray Aerator Sederhana dalam Penurunan Kadar Kesadahan, Besi (Fe), dan Mangan (Mn) pada Air Sumur Gali Kecamatan Candipuro, Kabupaten Lampung Selatan"
"PENGABDIAN--2948268771972319410","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PENGEMBANGAN POTENSI EKONOMI UMKM MELELUI PERANCANGAN ALAT PEMBENTUKAN LENJER KERUPUK IKAN PALEMBANG DI PD. CITRA TRADIA"
"PENGABDIAN--2991047847037033560","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Digitalisasi Informasi Sebagai Penunjang Efektivitas Pelayanan Administrasi Koperasi Argo Mulyo Lestari, Giri Mulyo"
"PENGABDIAN--3192633572083164573","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Rekayasa Teknologi Food Dehydrator dalam Upaya Peningkatan Efisiensi Pengeringan Mocaf di IKM Surya Sentosa"
"PENGABDIAN--3406363546034864379","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PENGEMBANGAN BIOGAS TIPE FIX DOME & PENGOLAHAN BIOSLURRY MENJADI PUPUK PADA KELOMPOK TERNAK SEPAKAT MAKMUR BERSAMA"
"PENGABDIAN--3579352345140649567","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PELATIHAN TEKNOLOGI SEDERHANA PROSES PEMBUATAN PRODUK SHIBORI DENGAN PEWARNA ALAM"
"PENGABDIAN--3943133706291164576","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","DESA MAJU BERBASIS TEKNOLOGI INFORMASI GEOSPASIAL MELALUI PEMETAAN SISTEM INFORMASI UTILITAS BANGUNAN LENGKAP (STUDI KASUS : DUSUN II A, DESA KARANG ANYAR)"
"PENGABDIAN--4090229599369579724","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PKM Desa Mandiri Energi Melalui Produksi Biogas Berbasis Internet of Things (IOT) di Desa Talang Way Sulan, Kec. Way Sulan, Lampung Selatan"
"PENGABDIAN--4258547770771350241","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PENERAPAN TEKNOLOGI PENGELOLAAN LIMBAH  PELEPAH KELAPA SAWIT UNTUK BUDIDAYA JAMUR  DI DESA SABAH BALAU - LAMPUNG SELATAN"
"PENGABDIAN--464388774200394740","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pendampingan UMKM Batik Siger dalam Pemenuham Sistem Green Industri sesuai Pedoman Peraturan Menteri Perindustrian No.39 Tahun 2019"
"PENGABDIAN--4860863885393143779","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Peningkatan Efisiensi Produksi dan Omzet Penjualan UMKM Batik Siger dengan Pemanfaatan Sistem Informasi Manajemen Persediaan Berbasis Demand Forecasting"
"PENGABDIAN--5003918815152159764","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Rancangan Alat Bantu Pemupukan Pekerja Tani Singkong (Cassava)"
"PENGABDIAN--6167653902711944211","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pemanfaatan Informasi Geofisika untuk Eksplorasi Air Tanah dan Sistem Resapan Air untuk Pemulihan Akuifer di Desa Bangun Rejo, Kec Ketapang, Kab Lampung Selatan"
"PENGABDIAN--6987141273221456824","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","TTG: Penerapan Embedded Vison untuk Surveillance System dan Mobile Computing untuk Pembayaran SPP di SMA IT Al Kholis Sidomulyo Lampung Selatan"
"PENGABDIAN--9015710794608122552","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PENGAPLIKASIAN TEKNOLOGI TEPAT GUNA (TTG) SUMUR RESAPAN DALAM MENGATASI BANJIR DI JALAN PALAPA X, RT. 05, LK. III, KELURAHAN GUNUNG TERANG, KECAMATAN LANGKAPURA, KOTA BANDAR LAMPUNG"
"PENGABDIAN-1913830782441530382","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PENERAPAN SISTEM OTOMASI PAKAN AYAM BERBASIS IOT PADA BUDIDAYA AYAM KAMPUNG UNGGUL BALITBANGTAN DI PETANI BINAAN P4S TANI'S MARKET BALEREJO"
"PENGABDIAN-2104520160098822658","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PERANCANGAN SISTEM INFORMASI ORGANISASI PKK DESA SABAH BALAU BERBASIS WEBSITE DENGAN METODE DIGITAL MARKETING UNTUK PENJUALAN LAPAK"
"PENGABDIAN-277563710111011724","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PENGOLAHAN LIMBAH PERTANIAN DENGAN TEKNOLOGI “KOMBO” (KOMPOSTER DAN BIOSTARTER) BERBASIS BIOFERMENTASI UNTUK MEWUJUDKAN PERTANIAN ORGANIK"
"PENGABDIAN-3443373580310498143","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PROPOSAL HIBAH PENGABDIAN KEPADA MASYARAKAT IMPLEMENTASI TEKNOLOGI HASIL OLAHAN LIMBAH SAYUR DAN BUAH DALAM BENTUK PUPUK ORGANIK CAIR (POCI)"
"PENGABDIAN-3627393430336246427","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Produksi Ecoenzyme sebagai Perawatan Kesehatan Kulit Berbasis Sampah Rumah Tangga pada Ibu PKK di Desa Totokaton, Kecamatan Punggur, Lampung Tengah "
"PENGABDIAN-4195459443456102198","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","PELATIHAN FOTOGRAFI PRODUK PROSES PEMBUATAN FOTOBOX BAGI PELAKU USAHA DI LAPAS"
"PENGABDIAN-4549970189812788741","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Aplikasi Realtime Tracking Sebagai Pemandu Peta Persebaran Satwa Liar Guna Meningkatan Daya Tarik Wisata di Taman Hutan Raya Wan Abdul Rahman Provinsi Lampung"
"PENGABDIAN-4612029425614446816","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Peningkatan Kompetensi KTH Mutiara Hijau 1 dalam Mengelola Bahan Bangunan Berkayu di Ekowisata Mangrove Pasir Sakti, Lampung Timur melalui Aplikasi Teknologi Laminasi"
"PENGABDIAN-5023008187534297999","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Sistem Moniroting produksi dan penggunaan berbasis IoT sebagai Upaya Manajemen Pemeliharaan Biogas di Dusun digul "
"PENGABDIAN-5267779991817664571","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","INTEGRASI PENYEDIAAN TEKNOLOGI INFORMASI GEOSPASIAL BERBASIS FOTO UDARA UNTUK MENUNJANG KAPASITAS ECO WISATA MANGROVE CUKUNYINYI, PESAWARAN"
"PENGABDIAN-5290420940073989661","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Pertanian Terpadu Dengan Sistem Pemberian Pakan Otomatis Berbasis Mikrokontroler Pada Budidaya Akuaponik Di P4S Agro Cendikia"
"PENGABDIAN-6239085482598053926","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Perwujudan Open Goevernment Desa Neglasari Melalui Pengembangan Sisten Informasi Desa"
"PENGABDIAN-6370825822684249778","2023","ditolak","Program teknologi tepat guna TTG maks Rp 20 000 000","Penerapan Teknologi Produksi Virgin Coconut Oil (VCO) menggunakan CSTF (Continuous Stirred Tank Fermentor) di Desa Negeri Katon, Lampung Timur "
"PENGABDIAN-6487609486853050918","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","Pembuatan Sumur Resapan dan Lubang Resapan Biopori untuk Konservasi Air Tanah di Desa Sukoharjo 3 Barat, Kabupaten Pringsewu"
"PENGABDIAN-8096210958829487832","2023","diterima","Program teknologi tepat guna TTG maks Rp 20 000 000","PEMUTAKHIRAN PETA FOTO UDARA DESA GIRIMULYO UNTUK MENDUKUNG PENGEMBANGAN DESA AGROFORESTRI BERBASIS INFORMASI GEOSPASIAL"
